chunk_size,chunk_overlap,rouge1_f,rouge2_f,rougeL_f,bleu,semantic_similarity,f1,inference_time
500,200,0.03347624918921753,0.001777777777777778,0.0231911027218244,0.0028058014527573166,0.21186359425385792,0.02175910155005271,46.433440923690796
1000,200,0.03347624918921753,0.001777777777777778,0.0231911027218244,0.0028058014527573166,0.21186359425385792,0.02175910155005271,29.110136032104492
2000,200,0.03347624918921753,0.001777777777777778,0.0231911027218244,0.0028058014527573166,0.21186359425385792,0.02175910155005271,30.25761890411377
